,Target_Variable,Target_Overweight,Target_Included,Items_Per_Scale,Predictions,mse,hit_0_trained,hit_1_trained,hit_0_untrained,hit_1_untrained
4956,A1,1,FALSE,6,A1 ~ C4 + C2 + C10 + C5 + C3 + C9 + E9 + E5 + E10 + E6 + E7 + E2 + N3 + N9 + N4 + N10 + N7 + N1 + O10 + O2 + O4 + O8 + O5 + O6,"0,897712841","0,491513917","0,878479294","0,618061450","0,914276014"
4957,A1,1,FALSE,6,A1 ~ C2 + C9 + C10 + C6 + C8 + C4 + E1 + E4 + E3 + E5 + E10 + E7 + N10 + N4 + N5 + N1 + N2 + N9 + O4 + O1 + O7 + O9 + O5 + O3,"0,897404297","0,505770536","0,885947047","0,621626209","0,915124767"
4958,A1,1,FALSE,6,A1 ~ C9 + C4 + C5 + C6 + C7 + C2 + E8 + E2 + E10 + E3 + E4 + E7 + N3 + N8 + N2 + N4 + N6 + N9 + O8 + O3 + O2 + O7 + O5 + O10,"0,898197021","0,479972845","0,885268160","0,613478187","0,916143269"
4959,A1,1,FALSE,6,A1 ~ C4 + C3 + C7 + C5 + C10 + C6 + E10 + E5 + E3 + E2 + E4 + E7 + N2 + N5 + N4 + N1 + N9 + N10 + O8 + O3 + O2 + O4 + O10 + O6,"0,889381598","0,484046164","0,879158181","0,617382448","0,916482770"
4960,A1,1,FALSE,6,A1 ~ C3 + C10 + C5 + C9 + C2 + C8 + E5 + E7 + E3 + E9 + E6 + E10 + N4 + N6 + N5 + N3 + N1 + N8 + O10 + O1 + O5 + O3 + O4 + O6,"0,885407657","0,509843856","0,884589274","0,619758954","0,918180275"
4961,A1,1,TRUE,7,A1 ~ A7 + A3 + A10 + A8 + A5 + A6 + A5 + C7 + C2 + C5 + C10 + C1 + C9 + C4 + E1 + E9 + E4 + E8 + E7 + E10 + E5 + N6 + N10 + N3 + N9 + N1 + N4 + N7 + O2 + O3 + O10 + O9 + O6 + O8 + O7,"0,767735075","0,551934827","0,905634759","0,691563402","0,936004074"
4962,A1,1,TRUE,7,A1 ~ A3 + A5 + A9 + A2 + A4 + A3 + A8 + C9 + C6 + C10 + C7 + C8 + C3 + C5 + E4 + E6 + E3 + E7 + E9 + E2 + E1 + N5 + N9 + N1 + N4 + N7 + N2 + N10 + O10 + O5 + O2 + O8 + O4 + O7 + O6,"0,747331685","0,558723693","0,911065852","0,701748430","0,938889832"
4963,A1,1,TRUE,7,A1 ~ A3 + A8 + A2 + A5 + A7 + A4 + A9 + C8 + C1 + C4 + C9 + C5 + C6 + C2 + E2 + E6 + E3 + E9 + E4 + E5 + E1 + N3 + N1 + N7 + N6 + N8 + N5 + N4 + O8 + O7 + O9 + O10 + O6 + O5 + O2,"0,744104788","0,568906993","0,914460285","0,708029197","0,938720081"
4964,A1,1,TRUE,7,A1 ~ A9 + A6 + A8 + A10 + A4 + A3 + A2 + C8 + C9 + C4 + C5 + C7 + C3 + C10 + E2 + E8 + E10 + E4 + E9 + E5 + E1 + N1 + N5 + N3 + N6 + N10 + N2 + N8 + O9 + O6 + O5 + O2 + O1 + O10 + O3,"0,750812650","0,545824847","0,914460285","0,695807163","0,939229333"
4965,A1,1,TRUE,7,A1 ~ A6 + A8 + A10 + A5 + A7 + A3 + A9 + C7 + C8 + C3 + C2 + C1 + C4 + C5 + E3 + E8 + E5 + E9 + E1 + E6 + E7 + N1 + N6 + N9 + N10 + N4 + N2 + N3 + O6 + O2 + O3 + O1 + O4 + O7 + O8,"0,749008486","0,545824847","0,904955872","0,695297912","0,936683076"
4966,A1,1,FALSE,7,A1 ~ C5 + C3 + C9 + C2 + C7 + C10 + C6 + E8 + E6 + E2 + E7 + E10 + E1 + E5 + N1 + N7 + N4 + N10 + N6 + N3 + N2 + O10 + O3 + O8 + O5 + O1 + O4 + O6,"0,891931199","0,492192804","0,885268160","0,630622984","0,916992022"
4967,A1,1,FALSE,7,A1 ~ C10 + C3 + C8 + C2 + C5 + C1 + C6 + E9 + E4 + E5 + E1 + E7 + E3 + E8 + N7 + N1 + N8 + N6 + N4 + N9 + N10 + O8 + O4 + O2 + O10 + O5 + O6 + O7,"0,875824249","0,505091650","0,890699253","0,631132236","0,920896282"
4968,A1,1,FALSE,7,A1 ~ C8 + C10 + C2 + C9 + C6 + C5 + C3 + E2 + E9 + E3 + E7 + E1 + E5 + E4 + N8 + N10 + N1 + N9 + N7 + N5 + N4 + O3 + O6 + O9 + O1 + O4 + O2 + O5,"0,883390916","0,489477257","0,884589274","0,633169241","0,920896282"
4969,A1,1,FALSE,7,A1 ~ C5 + C10 + C8 + C2 + C6 + C4 + C3 + E3 + E8 + E10 + E1 + E9 + E6 + E2 + N4 + N10 + N9 + N7 + N6 + N3 + N8 + O3 + O4 + O10 + O5 + O6 + O7 + O2,"0,866646213","0,502376103","0,889341480","0,637243252","0,922763538"
4970,A1,1,FALSE,7,A1 ~ C9 + C3 + C4 + C1 + C7 + C10 + C6 + E5 + E8 + E4 + E9 + E10 + E2 + E6 + N3 + N10 + N4 + N1 + N8 + N7 + N5 + O4 + O8 + O7 + O5 + O2 + O3 + O1,"0,893136783","0,476578411","0,883231500","0,615854694","0,917161772"
4971,A1,1,TRUE,8,A1 ~ A3 + A8 + A2 + A8 + A6 + A7 + A9 + A4 + C9 + C10 + C2 + C4 + C6 + C7 + C1 + C8 + E10 + E1 + E5 + E4 + E2 + E7 + E3 + E9 + N2 + N1 + N3 + N7 + N10 + N5 + N6 + N8 + O8 + O4 + O5 + O6 + O1 + O3 + O2 + O9,"0,749932699","0,553292600","0,917175832","0,704803938","0,942284841"
4972,A1,1,TRUE,8,A1 ~ A8 + A5 + A2 + A10 + A7 + A3 + A6 + A10 + C9 + C5 + C10 + C6 + C3 + C8 + C4 + C7 + E9 + E4 + E10 + E6 + E5 + E2 + E8 + E7 + N7 + N3 + N2 + N9 + N10 + N4 + N6 + N5 + O10 + O5 + O7 + O9 + O4 + O2 + O6 + O3,"0,750852013","0,558723693","0,911744739","0,707180445","0,939738584"
4973,A1,1,TRUE,8,A1 ~ A6 + A9 + A9 + A7 + A5 + A8 + A10 + A3 + C2 + C8 + C7 + C4 + C3 + C5 + C10 + C6 + E2 + E8 + E7 + E4 + E9 + E5 + E10 + E6 + N4 + N3 + N6 + N10 + N7 + N1 + N8 + N9 + O5 + O10 + O7 + O4 + O9 + O8 + O2 + O6,"0,751472990","0,540393754","0,904276986","0,698183670","0,937362078"
4974,A1,1,TRUE,8,A1 ~ A3 + A7 + A10 + A6 + A2 + A7 + A4 + A5 + C6 + C8 + C10 + C3 + C7 + C9 + C1 + C4 + E4 + E7 + E1 + E3 + E2 + E5 + E6 + E8 + N1 + N6 + N10 + N8 + N5 + N2 + N9 + N3 + O8 + O5 + O2 + O6 + O10 + O4 + O3 + O7,"0,741686045","0,565512559","0,917175832","0,710575454","0,939908335"
4975,A1,1,TRUE,8,A1 ~ A4 + A3 + A2 + A8 + A9 + A5 + A10 + A9 + C2 + C10 + C9 + C1 + C5 + C3 + C4 + C6 + E6 + E4 + E3 + E1 + E9 + E2 + E8 + E5 + N10 + N5 + N7 + N6 + N8 + N9 + N1 + N4 + O9 + O10 + O4 + O8 + O2 + O5 + O3 + O1,"0,738968312","0,560081466","0,913102512","0,708029197","0,939399083"
4976,A1,1,FALSE,8,A1 ~ C9 + C1 + C7 + C4 + C2 + C5 + C10 + C8 + E10 + E4 + E9 + E8 + E6 + E5 + E2 + E3 + N6 + N1 + N4 + N5 + N3 + N7 + N8 + N9 + O3 + O6 + O5 + O7 + O1 + O10 + O8 + O9,"0,861017287","0,513238289","0,884589274","0,646749279","0,921914785"
4977,A1,1,FALSE,8,A1 ~ C7 + C1 + C5 + C2 + C9 + C4 + C3 + C10 + E4 + E8 + E7 + E1 + E3 + E6 + E5 + E9 + N6 + N1 + N4 + N8 + N5 + N2 + N10 + N9 + O10 + O8 + O1 + O3 + O5 + O9 + O2 + O7,"0,893448678","0,498302783","0,886625933","0,640129010","0,919198778"
4978,A1,1,FALSE,8,A1 ~ C6 + C1 + C10 + C2 + C8 + C5 + C7 + C3 + E3 + E1 + E8 + E5 + E4 + E6 + E7 + E2 + N8 + N4 + N9 + N10 + N3 + N2 + N5 + N7 + O10 + O4 + O5 + O9 + O8 + O2 + O1 + O6,"0,867198953","0,500339443","0,884589274","0,646579528","0,922593787"
4979,A1,1,FALSE,8,A1 ~ C7 + C10 + C9 + C4 + C8 + C2 + C5 + C1 + E2 + E9 + E4 + E8 + E3 + E5 + E10 + E6 + N3 + N5 + N6 + N4 + N8 + N9 + N10 + N7 + O10 + O2 + O4 + O8 + O6 + O3 + O7 + O9,"0,864363803","0,512559403","0,882552614","0,648786284","0,921575284"
4980,A1,1,FALSE,8,A1 ~ C1 + C4 + C5 + C9 + C10 + C6 + C8 + C3 + E9 + E6 + E7 + E1 + E2 + E10 + E3 + E5 + N5 + N8 + N2 + N6 + N10 + N9 + N3 + N1 + O10 + O9 + O1 + O6 + O7 + O3 + O2 + O4,"0,872425076","0,514596062","0,885268160","0,645221524","0,921235783"
4981,A1,1,TRUE,9,A1 ~ A8 + A6 + A2 + A4 + A9 + A3 + A7 + A5 + A8 + C6 + C2 + C8 + C3 + C1 + C10 + C9 + C4 + C7 + E9 + E7 + E4 + E1 + E5 + E10 + E6 + E8 + E3 + N2 + N8 + N3 + N9 + N4 + N1 + N5 + N6 + N10 + O10 + O2 + O9 + O8 + O7 + O5 + O4 + O1 + O3,"0,744592098","0,556687033","0,917175832","0,712442709","0,941775590"
4982,A1,1,TRUE,9,A1 ~ A10 + A3 + A7 + A5 + A2 + A9 + A6 + A8 + A2 + C10 + C1 + C7 + C9 + C5 + C3 + C2 + C8 + C6 + E6 + E2 + E5 + E1 + E7 + E4 + E3 + E10 + E9 + N1 + N9 + N2 + N7 + N5 + N4 + N8 + N6 + N3 + O5 + O4 + O6 + O1 + O9 + O7 + O3 + O10 + O2,"0,746080918","0,551934827","0,916496945","0,712951961","0,942963843"
4983,A1,1,TRUE,9,A1 ~ A5 + A8 + A3 + A4 + A2 + A6 + A7 + A9 + A10 + C3 + C5 + C4 + C9 + C2 + C7 + C8 + C10 + C6 + E8 + E9 + E2 + E4 + E5 + E3 + E1 + E6 + E7 + N7 + N3 + N6 + N5 + N2 + N4 + N1 + N10 + N9 + O8 + O10 + O3 + O1 + O4 + O7 + O2 + O9 + O6,"0,730538024","0,560760353","0,914460285","0,716007469","0,943133594"
4984,A1,1,TRUE,9,A1 ~ A5 + A6 + A2 + A7 + A8 + A7 + A10 + A4 + A9 + C4 + C7 + C1 + C2 + C8 + C9 + C3 + C5 + C6 + E5 + E10 + E9 + E8 + E1 + E3 + E4 + E6 + E2 + N7 + N5 + N4 + N3 + N10 + N1 + N6 + N2 + N8 + O10 + O2 + O7 + O3 + O4 + O8 + O5 + O1 + O9,"0,735658450","0,545145961","0,918533605","0,710914955","0,943642845"
4985,A1,1,TRUE,9,A1 ~ A2 + A3 + A7 + A4 + A8 + A9 + A5 + A2 + A6 + C7 + C9 + C3 + C2 + C1 + C10 + C4 + C8 + C5 + E3 + E7 + E8 + E6 + E1 + E4 + E9 + E2 + E5 + N3 + N8 + N9 + N1 + N2 + N5 + N10 + N4 + N7 + O4 + O7 + O9 + O10 + O3 + O8 + O2 + O1 + O5,"0,736593797","0,544467074","0,917854718","0,708877949","0,942454592"
4986,A1,1,FALSE,9,A1 ~ C10 + C5 + C9 + C1 + C2 + C4 + C6 + C3 + C8 + E2 + E8 + E7 + E5 + E3 + E4 + E6 + E9 + E10 + N9 + N8 + N6 + N2 + N5 + N10 + N7 + N1 + N4 + O7 + O8 + O3 + O6 + O10 + O1 + O5 + O4 + O2,"0,864074637","0,497623897","0,890699253","0,648277033","0,923951791"
4987,A1,1,FALSE,9,A1 ~ C2 + C9 + C8 + C1 + C10 + C7 + C6 + C3 + C4 + E8 + E4 + E6 + E9 + E7 + E5 + E3 + E1 + E2 + N7 + N3 + N5 + N2 + N8 + N9 + N4 + N6 + N10 + O5 + O4 + O9 + O1 + O3 + O6 + O2 + O8 + O10,"0,862975811","0,497623897","0,887304820","0,648956035","0,923782040"
4988,A1,1,FALSE,9,A1 ~ C7 + C1 + C9 + C8 + C10 + C3 + C2 + C5 + C4 + E8 + E5 + E1 + E10 + E3 + E2 + E7 + E6 + E4 + N4 + N1 + N9 + N10 + N7 + N2 + N6 + N5 + N3 + O1 + O5 + O2 + O8 + O3 + O6 + O7 + O9 + O4,"0,865652834","0,511880516","0,890699253","0,653878798","0,923442539"
4989,A1,1,FALSE,9,A1 ~ C2 + C7 + C6 + C9 + C8 + C4 + C5 + C10 + C1 + E4 + E6 + E9 + E8 + E5 + E1 + E7 + E10 + E2 + N3 + N1 + N7 + N8 + N9 + N5 + N2 + N6 + N4 + O1 + O3 + O6 + O5 + O2 + O7 + O8 + O10 + O9,"0,875573692","0,490835031","0,885947047","0,644372772","0,923782040"
4990,A1,1,FALSE,9,A1 ~ C10 + C2 + C3 + C4 + C8 + C6 + C9 + C7 + C1 + E8 + E5 + E2 + E4 + E6 + E3 + E7 + E9 + E1 + N6 + N3 + N7 + N1 + N2 + N10 + N4 + N9 + N8 + O6 + O8 + O4 + O7 + O2 + O9 + O5 + O3 + O10,"0,872572343","0,485403938","0,884589274","0,642505517","0,922424037"
4991,A2,1,TRUE,1,A2 ~ A6 + C2 + E3 + N6 + O4,"0,562182906","0,581126952","0,944331297","0,591240876","0,953318622"
4992,A2,1,TRUE,1,A2 ~ A1 + C10 + E10 + N7 + O3,"0,510778689","0,613713510","0,947725730","0,627906977","0,957222882"
4993,A2,1,TRUE,1,A2 ~ A6 + C9 + E10 + N9 + O2,"0,604468779","0,542430414","0,936184657","0,554235274","0,949414361"
4994,A2,1,TRUE,1,A2 ~ A5 + C8 + E1 + N8 + O10,"0,493479508","0,603530210","0,951799050","0,623663215","0,961806145"
4995,A2,1,TRUE,1,A2 ~ A4 + C7 + E6 + N3 + O7,"0,460744181","0,638153428","0,953835709","0,650483789","0,965031404"
4996,A2,2,TRUE,1,A2 ~ A6 + A4 + C3 + E8 + N6 + O8,"0,485390641","0,622539036","0,949083503","0,643863521","0,962145646"
4997,A2,2,TRUE,1,A2 ~ A1 + A6 + C4 + E8 + N7 + O5,"0,510550380","0,598778004","0,947725730","0,627906977","0,959769139"
4998,A2,2,TRUE,1,A2 ~ A10 + A3 + C2 + E5 + N2 + O8,"0,509032232","0,587236931","0,953835709","0,618570701","0,961975895"
4999,A2,2,TRUE,1,A2 ~ A5 + A4 + C9 + E6 + N5 + O2,"0,435004252","0,639511202","0,964019009","0,662366322","0,970293668"
5000,A2,2,TRUE,1,A2 ~ A9 + A7 + C6 + E2 + N7 + O8,"0,432436589","0,631364562","0,961982349","0,659480564","0,971651672"
5001,A2,3,TRUE,1,A2 ~ A8 + A7 + A10 + C4 + E2 + N6 + O3,"0,410417538","0,658520027","0,966734555","0,682396877","0,973858428"
5002,A2,3,TRUE,1,A2 ~ A10 + A7 + A8 + C10 + E10 + N1 + O2,"0,408866507","0,655125594","0,968771215","0,685961636","0,974197929"
5003,A2,3,TRUE,1,A2 ~ A6 + A3 + A5 + C5 + E9 + N8 + O1,"0,499743794","0,597420231","0,956551256","0,624681718","0,963164149"
5004,A2,3,TRUE,1,A2 ~ A4 + A1 + A9 + C2 + E3 + N3 + O7,"0,417955689","0,652410048","0,963340122","0,676964862","0,971651672"
5005,A2,3,TRUE,1,A2 ~ A5 + A3 + A9 + C2 + E5 + N4 + O1,"0,441453597","0,615750170","0,963340122","0,654388050","0,970802920"
5006,A2,4,TRUE,1,A2 ~ A9 + A1 + A3 + A4 + C5 + E5 + N6 + O8,"0,427139480","0,656483367","0,964019009","0,678153115","0,974197929"
5007,A2,4,TRUE,1,A2 ~ A3 + A9 + A1 + A10 + C7 + E10 + N5 + O10,"0,455559137","0,620502376","0,960624576","0,652860295","0,970293668"
5008,A2,4,TRUE,1,A2 ~ A10 + A7 + A6 + A8 + C4 + E3 + N10 + O1,"0,399064039","0,666666667","0,968771215","0,691054150","0,977762689"
5009,A2,4,TRUE,1,A2 ~ A3 + A8 + A7 + A4 + C9 + E7 + N8 + O9,"0,385181987","0,673455533","0,972844535","0,707689696","0,979629944"
5010,A2,4,TRUE,1,A2 ~ A6 + A3 + A5 + A5 + C3 + E3 + N2 + O6,"0,459679510","0,618465716","0,955872369","0,650483789","0,966728909"
5011,A2,5,TRUE,1,A2 ~ A1 + A10 + A6 + A7 + A4 + C7 + E9 + N7 + O2,"0,386045628","0,663272234","0,970807875","0,705992191","0,979120693"
5012,A2,5,TRUE,1,A2 ~ A6 + A8 + A5 + A7 + A4 + C4 + E4 + N10 + O8,"0,384963945","0,665987780","0,972165648","0,703445934","0,978950942"
5013,A2,5,TRUE,1,A2 ~ A8 + A1 + A5 + A4 + A7 + C3 + E1 + N5 + O8,"0,376758744","0,679565513","0,974202308","0,709556951","0,980478696"
5014,A2,5,TRUE,1,A2 ~ A9 + A6 + A9 + A1 + A7 + C2 + E9 + N6 + O6,"0,421631870","0,662593347","0,964697895","0,683075878","0,974028179"
5015,A2,5,TRUE,1,A2 ~ A7 + A5 + A9 + A6 + A4 + C2 + E10 + N2 + O2,"0,385345878","0,645621181","0,966734555","0,697844169","0,977762689"
5016,A2,6,TRUE,1,A2 ~ A6 + A8 + A4 + A5 + A8 + A1 + C9 + E4 + N5 + O4,"0,405291286","0,668024440","0,969450102","0,700050925","0,976574436"
5017,A2,6,TRUE,1,A2 ~ A5 + A3 + A4 + A8 + A10 + A6 + C7 + E2 + N3 + O10,"0,409620798","0,652410048","0,961303462","0,701918180","0,974028179"
5018,A2,6,TRUE,1,A2 ~ A10 + A4 + A6 + A5 + A9 + A7 + C9 + E10 + N6 + O10,"0,390101318","0,655125594","0,973523422","0,707689696","0,979629944"
5019,A2,6,TRUE,1,A2 ~ A10 + A10 + A6 + A8 + A3 + A4 + C9 + E6 + N5 + O1,"0,435884133","0,649694501","0,964697895","0,685791886","0,973179426"
5020,A2,6,TRUE,1,A2 ~ A5 + A1 + A3 + A4 + A9 + A7 + C6 + E1 + N4 + O10,"0,385088300","0,657162254","0,971486762","0,707180445","0,978950942"
5021,A2,7,TRUE,1,A2 ~ A9 + A4 + A7 + A10 + A5 + A5 + A4 + C4 + E1 + N1 + O1,"0,379142679","0,659198914","0,968092329","0,703955186","0,977932439"
5022,A2,7,TRUE,1,A2 ~ A8 + A4 + A5 + A6 + A7 + A3 + A1 + C3 + E1 + N6 + O1,"0,373159437","0,678886626","0,974202308","0,724494992","0,981836700"
5023,A2,7,TRUE,1,A2 ~ A8 + A1 + A9 + A6 + A10 + A7 + A7 + C1 + E5 + N1 + O6,"0,381407546","0,675492193","0,972165648","0,718893227","0,979290443"
5024,A2,7,TRUE,1,A2 ~ A6 + A4 + A1 + A10 + A5 + A9 + A7 + C6 + E4 + N10 + O6,"0,378269974","0,668024440","0,974881195","0,714988966","0,980648447"
5025,A2,7,TRUE,1,A2 ~ A4 + A6 + A8 + A5 + A7 + A10 + A9 + C7 + E6 + N2 + O1,"0,376842389","0,659877800","0,971486762","0,718214225","0,980648447"
5026,A2,8,TRUE,1,A2 ~ A10 + A6 + A4 + A1 + A7 + A5 + A8 + A3 + C5 + E8 + N10 + O2,"0,380056731","0,661235574","0,972165648","0,721099983","0,979969445"
5027,A2,8,TRUE,1,A2 ~ A7 + A4 + A5 + A6 + A10 + A5 + A9 + A8 + C7 + E6 + N3 + O7,"0,375991215","0,657162254","0,970807875","0,715837719","0,979629944"
5028,A2,8,TRUE,1,A2 ~ A4 + A7 + A10 + A1 + A6 + A5 + A4 + A8 + C5 + E9 + N6 + O10,"0,374406794","0,667345553","0,974881195","0,720760482","0,979799694"
5029,A2,8,TRUE,1,A2 ~ A8 + A4 + A7 + A6 + A9 + A3 + A5 + A10 + C1 + E9 + N9 + O5,"0,381641898","0,661235574","0,974202308","0,718214225","0,982176201"
5030,A2,8,TRUE,1,A2 ~ A9 + A3 + A1 + A7 + A4 + A5 + A8 + A6 + C4 + E9 + N10 + O3,"0,378785602","0,669382213","0,972844535","0,721778985","0,981327449"
5031,A2,9,TRUE,1,A2 ~ A9 + A6 + A5 + A8 + A3 + A7 + A4 + A8 + A1 + C9 + E6 + N10 + O5,"0,374537076","0,660556687","0,972844535","0,720760482","0,981327449"
5032,A2,9,TRUE,1,A2 ~ A1 + A6 + A1 + A4 + A5 + A7 + A9 + A3 + A10 + C4 + E3 + N5 + O3,"0,371935436","0,661914460","0,974881195","0,720760482","0,981327449"
5033,A2,9,TRUE,1,A2 ~ A10 + A6 + A3 + A4 + A9 + A7 + A5 + A8 + A3 + C4 + E1 + N3 + O5,"0,384471126","0,659198914","0,972165648","0,715667968","0,981157698"
5034,A2,9,TRUE,1,A2 ~ A8 + A9 + A4 + A7 + A10 + A10 + A3 + A5 + A6 + C8 + E6 + N5 + O7,"0,382392232","0,660556687","0,974881195","0,716686471","0,980818197"
5035,A2,9,TRUE,1,A2 ~ A6 + A10 + A4 + A1 + A7 + A9 + A8 + A3 + A5 + C7 + E2 + N4 + O8,"0,372241867","0,661235574","0,974881195","0,724494992","0,983364454"
5036,A2,1,FALSE,1,A2 ~ C8 + E1 + N8 + O7,"0,601046110","0,562797013","0,939579090","0,573417077","0,949584111"
5037,A2,1,FALSE,1,A2 ~ C7 + E3 + N3 + O3,"0,563965686","0,577053632","0,941615750","0,587676116","0,950602614"
5038,A2,1,FALSE,1,A2 ~ C8 + E4 + N2 + O2,"0,611224559","0,556687033","0,936863544","0,558648786","0,948395858"
5039,A2,1,FALSE,1,A2 ~ C6 + E10 + N4 + O5,"0,619363065","0,532247115","0,935505771","0,548463758","0,947886607"
5040,A2,1,FALSE,1,A2 ~ C5 + E3 + N3 + O2,"0,569956928","0,581126952","0,939579090","0,592089628","0,950432864"
5041,A2,1,TRUE,2,A2 ~ A8 + A7 + C9 + C10 + E7 + E1 + N6 + N7 + O4 + O2,"0,415274687","0,658520027","0,964697895","0,694788661","0,975216432"
5042,A2,1,TRUE,2,A2 ~ A1 + A10 + C7 + C10 + E1 + E3 + N6 + N9 + O4 + O1,"0,445417136","0,634758995","0,964697895","0,677304363","0,972160923"
5043,A2,1,TRUE,2,A2 ~ A3 + A5 + C6 + C3 + E10 + E3 + N5 + N3 + O8 + O4,"0,470690947","0,606245757","0,957230143","0,660329316","0,969444916"
5044,A2,1,TRUE,2,A2 ~ A3 + A8 + C6 + C4 + E2 + E4 + N1 + N10 + O9 + O3,"0,477221631","0,621860149","0,957909029","0,653709048","0,968426413"
5045,A2,1,TRUE,2,A2 ~ A6 + A5 + C10 + C7 + E5 + E6 + N5 + N10 + O8 + O9,"0,462465750","0,588594705","0,957909029","0,653199796","0,969444916"
5046,A2,2,TRUE,2,A2 ~ A8 + A5 + A10 + A6 + C1 + C10 + E2 + E10 + N5 + N10 + O7 + O8,"0,433186781","0,627970129","0,960624576","0,688677644","0,973009676"
5047,A2,2,TRUE,2,A2 ~ A10 + A4 + A1 + A9 + C2 + C7 + E3 + E4 + N5 + N1 + O2 + O5,"0,418353104","0,647657841","0,963340122","0,700899677","0,974367680"
5048,A2,2,TRUE,2,A2 ~ A5 + A3 + A1 + A6 + C4 + C3 + E2 + E3 + N6 + N7 + O4 + O5,"0,431936354","0,641547862","0,962661236","0,694109659","0,973349177"
5049,A2,2,TRUE,2,A2 ~ A8 + A1 + A10 + A3 + C2 + C9 + E2 + E5 + N3 + N5 + O3 + O7,"0,427874500","0,639511202","0,966055669","0,691733152","0,976065184"
5050,A2,2,TRUE,2,A2 ~ A7 + A1 + A4 + A3 + C9 + C8 + E8 + E9 + N10 + N4 + O1 + O5,"0,390359384","0,655804481","0,967413442","0,710914955","0,978102190"
5051,A2,3,TRUE,2,A2 ~ A1 + A6 + A10 + A5 + A3 + A8 + C4 + C1 + E9 + E4 + N3 + N2 + O4 + O8,"0,415027929","0,654446707","0,966055669","0,719232728","0,977592938"
5052,A2,3,TRUE,2,A2 ~ A9 + A10 + A8 + A7 + A1 + A4 + C9 + C2 + E7 + E6 + N2 + N9 + O7 + O6,"0,379859427","0,665987780","0,977596741","0,730775760","0,982006451"
5053,A2,3,TRUE,2,A2 ~ A3 + A7 + A5 + A8 + A6 + A9 + C10 + C6 + E8 + E6 + N3 + N4 + O6 + O5,"0,394930572","0,659198914","0,969450102","0,722627737","0,978781192"
5054,A2,3,TRUE,2,A2 ~ A10 + A8 + A5 + A1 + A4 + A7 + C10 + C7 + E10 + E7 + N1 + N10 + O4 + O3,"0,376975615","0,661235574","0,974202308","0,729248005","0,981497199"
5055,A2,3,TRUE,2,A2 ~ A4 + A9 + A1 + A3 + A10 + A8 + C10 + C1 + E10 + E6 + N7 + N5 + O9 + O2,"0,406898426","0,655804481","0,969450102","0,715498218","0,978611441"
5056,A2,4,TRUE,2,A2 ~ A9 + A4 + A7 + A6 + A1 + A10 + A3 + A7 + C9 + C1 + E10 + E1 + N9 + N6 + O2 + O7,"0,392864453","0,653088934","0,974202308","0,724494992","0,982006451"
5057,A2,4,TRUE,2,A2 ~ A10 + A7 + A3 + A6 + A8 + A9 + A1 + A5 + C9 + C10 + E7 + E10 + N5 + N10 + O9 + O3,"0,383039929","0,666666667","0,976238968","0,734170769","0,981836700"
5058,A2,4,TRUE,2,A2 ~ A5 + A6 + A1 + A3 + A10 + A7 + A1 + A8 + C3 + C5 + E4 + E10 + N6 + N5 + O8 + O3,"0,391405727","0,665987780","0,972165648","0,729757257","0,979969445"
5059,A2,4,TRUE,2,A2 ~ A3 + A1 + A7 + A5 + A10 + A4 + A9 + A8 + C9 + C1 + E8 + E9 + N4 + N9 + O7 + O4,"0,381385936","0,672097760","0,977596741","0,739433033","0,983364454"
5060,A2,4,TRUE,2,A2 ~ A7 + A6 + A5 + A1 + A10 + A4 + A1 + A8 + C9 + C6 + E1 + E5 + N10 + N4 + O8 + O3,"0,372172496","0,667345553","0,975560081","0,734340519","0,983024953"
5061,A2,1,FALSE,2,A2 ~ C9 + C7 + E1 + E2 + N9 + N2 + O5 + O9,"0,560483476","0,558723693","0,944331297","0,599558649","0,957222882"
5062,A2,1,FALSE,2,A2 ~ C4 + C7 + E9 + E3 + N5 + N10 + O5 + O2,"0,567274417","0,578411405","0,944331297","0,608385673","0,954506875"
5063,A2,1,FALSE,2,A2 ~ C4 + C6 + E9 + E5 + N10 + N7 + O6 + O2,"0,559949378","0,550577054","0,944331297","0,593956883","0,953658123"
5064,A2,1,FALSE,2,A2 ~ C1 + C5 + E6 + E4 + N4 + N2 + O9 + O10,"0,580931250","0,541751527","0,942973523","0,584960109","0,952300119"
5065,A2,1,FALSE,2,A2 ~ C5 + C10 + E4 + E3 + N1 + N6 + O10 + O3,"0,563464773","0,577732519","0,941615750","0,609404176","0,953318622"
5066,A2,1,TRUE,3,A2 ~ A1 + A8 + A5 + C4 + C3 + C2 + E7 + E3 + E2 + N5 + N1 + N4 + O4 + O6 + O1,"0,406908576","0,649694501","0,961982349","0,720420981","0,976234935"
5067,A2,1,TRUE,3,A2 ~ A1 + A5 + A9 + C5 + C6 + C3 + E10 + E7 + E8 + N10 + N2 + N6 + O5 + O6 + O3,"0,422509489","0,636116768","0,965376782","0,711593957","0,976065184"
5068,A2,1,TRUE,3,A2 ~ A10 + A9 + A7 + C3 + C6 + C2 + E1 + E6 + E10 + N7 + N5 + N10 + O4 + O9 + O7,"0,417325850","0,627291242","0,969450102","0,706331692","0,978611441"
5069,A2,1,TRUE,3,A2 ~ A8 + A10 + A5 + C5 + C9 + C7 + E6 + E8 + E5 + N1 + N3 + N10 + O10 + O1 + O4,"0,413909975","0,641547862","0,964697895","0,712951961","0,976065184"
